document_text;document_identifier;order
"A los efectos de este reglamento, se entiende por:
a) Sistema de acogida de protección internacional: conjunto de recursos, actuaciones y servicios que se proporcionan a través del correspondiente itinerario a las personas incluidas en el ámbito subjetivo de aplicación del artículo 3 con la finalidad de asegurar la satisfacción de sus necesidades básicas en condiciones de dignidad.
b) Carencia de medios económicos: cuando la persona destinataria dispone de unos ingresos y rentas mensuales que no superan la cuantía mensual individual de la renta garantizada prevista en la Ley 19/2021, de 20 de diciembre, por la que se establece el Ingreso Mínimo Vital. A estos efectos serán computables los bienes patrimoniales propios, ingresos provenientes de un empleo, así como cualquier tipo de ayuda social.
c) Situación de vulnerabilidad: es la convergencia de circunstancias que aumentan la probabilidad de la persona de sufrir contingencias que disminuyan su más elemental bienestar. Entre otras, se incluyen personas menores de edad, personas de edad avanzada, personas con discapacidad, personas con enfermedades graves, mujeres embarazadas, madres o padres solos con hijos o hijas menores de edad, víctimas de trata de seres humanos, víctimas de cualquier manifestación de violencia contra las mujeres, personas pertenecientes a grupos étnicos o nacionales objeto de discriminación, personas con problemas de salud mental, personas LGTBI+ u otras personas que hayan sufrido torturas, violaciones o cualquier forma grave de violencia psicológica, física o sexual, que son distintas de las torturas.
d) Itinerario de acogida: proceso dirigido a favorecer la adquisición gradual de autonomía de las personas destinatarias, a través del acceso a las prestaciones y recursos del sistema, de acuerdo con el momento del procedimiento de protección internacional en el que se encuentren (en tramitación, solicitud admitida o finalizado), con sus características personales y familiares, así como sus eventuales necesidades específicas en materia de acogida e inclusión sociolaboral.
e) Centro de acogida: cualquier lugar de los recogidos en el título III de este reglamento en el que se proporcione alojamiento o cualquier otra de las condiciones materiales de acogida a las personas incluidas en el ámbito subjetivo de aplicación del artículo 3.
f) Condiciones de acogida: conjunto de actuaciones y servicios que deben prestarse a las personas destinatarias que se determinen por las administraciones competentes de conformidad con lo establecido en este reglamento.
g) Condiciones materiales de acogida: las condiciones de acogida que incluyen alojamiento, alimentación y vestuario, proporcionadas en especie o en forma de asignaciones financieras o de vales, y una asignación para gastos diarios.
h) Personas destinatarias: las personas incluidas en el ámbito subjetivo de aplicación por reunir las condiciones del artículo 3.
i) Personas reasentadas: aquellas personas que se encuentran incluidas en el marco del Programa Nacional de Reasentamiento de Refugiados.";BOE2022_Art02;69
"1. Podrán acceder al sistema de acogida de protección internacional las personas que presenten una solicitud de protección internacional en los términos descritos en el artículo 17. 1 de la Ley 12/2009, de 30 de octubre, las que fueren beneficiarias de protección internacional en España, así como los solicitantes y beneficiarios del estatuto de apátrida o de protección temporal, siempre que carezcan de recursos económicos suficientes y cumplan los requisitos de acceso y permanencia en el sistema de acogida establecidos en el presente reglamento.
2. Las personas solicitantes de protección internacional a que hace mención el apartado 1, cuando su solicitud haya sido inadmitida a trámite en España por haber aceptado otro Estado miembro de la Unión Europea la responsabilidad de examinar su solicitud de asilo, en virtud del reglamento (UE) 604/2013 del Parlamento Europeo y del Consejo, de 26 de junio de 2013, podrán ser destinatarias del sistema de acogida durante un periodo no superior a un mes a partir de la notificación de la inadmisión por toma a cargo del interesado por el otro Estado, prorrogable por causas excepcionales, previa autorización por resolución de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal.";BOE2022_Art03;70
Lo dispuesto en el presente reglamento se aplicará a todas las personas que se encuentren en el sistema de acogida de protección internacional, sea cual sea la tipología o ubicación del recurso en el territorio español.;BOE2022_Art04;71
La Secretaría de Estado de Migraciones, en el ámbito de sus competencias, será el órgano responsable de planificar, establecer las prestaciones, actuaciones y servicios incluidos en el sistema de acogida de protección internacional y efectuar el seguimiento y evaluación de todas ellas.;BOE2022_Art05;72
"La Secretaría de Estado de Migraciones, a través de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, velará por el respeto a los siguientes principios:
a) Garantizar unas condiciones materiales de acogida durante todo el periodo de permanencia en el sistema de acogida de protección internacional y en cualquiera de las instalaciones o recursos.
b) Asegurar la atención especializada a las necesidades específicas de las personas en situación de vulnerabilidad, de la manera más ágil posible, así como las condiciones adecuadas a la edad, sexo y circunstancias personales, familiares o sociales de las personas destinatarias, con especial atención al tratamiento específico e individualizado de la infancia y la adolescencia.
Para garantizar su puesta en práctica, se desarrollará un sistema de indicadores basados en las circunstancias individuales de las personas destinatarias, así como el país de procedencia, para la planificación del itinerario de acogida y, en su caso, el establecimiento de condiciones básicas o reforzadas de acogida, tal y como se define en el anexo a la Decisión de Ejecución del Consejo, de 13 de junio, relativa a la aprobación de la evaluación del plan de recuperación y resiliencia de España (componente 22, reforma 4).
c) Incorporar el enfoque de derechos humanos, de género y de interseccionalidad en todos los programas, medidas y actuaciones que se lleven a cabo, lo que incluye el reconocimiento de la discriminación y la violencia que afecta específicamente a las mujeres y la prevención y atención a las violaciones de los derechos humanos de las personas LGTBI+ y de las personas por su origen nacional o étnico.
d) Promover y supervisar la armonización de las condiciones del sistema de acogida de protección internacional, garantizando la igualdad de trato a las personas destinatarias y unos estándares mínimos relativos a la prestación de los servicios, la formación de los/las profesionales y las ratios de personas atendidas.
e) Fomentar el proceso de integración gradual y autonomía de las personas destinatarias en el ámbito territorial donde se ubique el recurso de acogida, mediante el diseño de un itinerario individualizado y promoviendo la participación de las personas destinatarias en su elaboración.
f) El mantenimiento de la unidad familiar de las personas incorporadas al sistema de acogida de protección internacional, cualesquiera que sean los recursos a los que se les asigne.
g) Garantizar el interés superior del menor.
h) Garantizar que los solicitantes tengan la posibilidad de comunicarse con sus parientes, con sus asesores jurídicos o consejeros, con personal del Alto Comisionado de Naciones Unidas para los Refugiados en España y de organizaciones y órganos competentes nacionales, internacionales y no gubernamentales, en cualquiera de los recursos de acogida previstos en este reglamento.
i) Proteger la privacidad y confidencialidad de las personas destinatarias.
j) Promover la colaboración y complementariedad con los recursos autonómicos y locales destinados a solicitantes y beneficiarios de protección internacional.";BOE2022_Art06;73
"1. La acogida de las personas a las que se refiere el artículo 3 podrá prestarse en recursos o servicios gestionados de forma directa o indirecta, por distintos agentes, de acuerdo con lo dispuesto en el artículo 31 de la Ley 12/2009, de 30 de octubre. En concreto, se podrá prestar:
a) De forma directa, en los centros establecidos para ello por la Secretaría de Estado de Migraciones del Ministerio de Inclusión, Seguridad Social y Migraciones, a través de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal.
b) De forma indirecta, mediante fórmulas contractuales, o bien mediante la correspondiente autorización de acción concertada a entidades de acuerdo con lo recogido en el título V, cuando no sea necesario celebrar contratos públicos, de conformidad con el artículo 11.6 de la Ley 9/2017, de 8 de noviembre, de Contratos del Sector Público, por la que se transponen al ordenamiento jurídico español las Directivas del Parlamento Europeo y del Consejo 2014/23/UE y 2014/24/UE, de 26 de febrero de 2014, o a través de centros subvencionados, siempre que no se duplique la financiación pública de los servicios prestados por estas organizaciones.
2. Corresponde a la Secretaría de Estado de Migraciones, a través de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, realizar la planificación, coordinación y gestión de los recursos del apartado 1, así como llevar a cabo las labores de seguimiento, control y comprobación necesarias. Esta planificación tendrá en cuenta el sistema de indicadores, establecido mediante resolución de la Secretaría de Estado de Migraciones, para la identificación de circunstancias que den lugar a una fórmula ponderada que permitirá a la autoridad responsable de la acogida dirigir a los solicitantes hacia una vía de acogida básica o reforzada.";BOE2022_Art07;74
"1. Para el cumplimiento de los fines y objetivos inherentes al sistema de acogida de protección internacional, la Secretaría de Estado de Migraciones promoverá la cooperación interinstitucional en el ámbito de la Administración General del Estado, especialmente con aquellos departamentos ministeriales que ejercen competencias en materia de protección internacional y de protección a la infancia, incluido el intercambio de información con fines de seguimiento y evaluación del funcionamiento del sistema de acogida.
2. Asimismo, promoverá la colaboración y cooperación con las administraciones autonómicas y locales, con la finalidad de garantizar la coherencia, complementariedad y eficacia en la aplicación de las políticas de acogida e inclusión a personas destinatarias.";BOE2022_Art08;75
"1. Las personas solicitantes de protección internacional que carezcan de recursos económicos tal y como dispone el artículo 2.b) tendrán derecho a acceder y permanecer en el sistema de acogida de protección internacional en los términos que establece la Ley 12/2009, de 30 de octubre, sin perjuicio de la apreciación, en su caso, de alguna de las causas de inadmisión del artículo 20 de dicha ley, con los efectos legalmente previstos.
2. Si el solicitante ya contaba con recursos económicos cuando presentó la solicitud o si accediera con posterioridad a recursos, se estará a lo dispuesto en el artículo 32.
3. La carencia de medios económicos se acreditará mediante declaración responsable, siendo potestad de la Administración la de requerir, en cualquier momento, la aportación de la documentación acreditativa del cumplimiento de los requisitos, pudiendo asimismo llevar a cabo las comprobaciones que resulten oportunas. Las actuaciones de comprobación se realizarán en el marco de la colaboración de la Secretaría de Estado de Migraciones con las administraciones autonómica y local.";BOE2022_Art09;76
"1. La permanencia en el sistema de personas en situación de vulnerabilidad debe ir unida a una valoración específica de sus necesidades. Esta valoración se realizará de acuerdo con los criterios establecidos por la Secretaría de Estado de Migraciones y su gradación correspondiente, mediante la aplicación, por profesionales con capacitación específica, de indicadores relativos a la edad, el sexo, la discapacidad, la identidad de género, la orientación sexual, la situación familiar, el origen étnico, la nacionalidad, las condiciones en el país de origen u otros indicadores psicosociales y de relación con el entorno, y aquellos otros que determinen la existencia de una situación de excepcional vulnerabilidad y, en consecuencia, unas condiciones reforzadas de acogida.
2. La valoración de estos indicadores, basados en el seguimiento realizado durante la permanencia de la persona, que hayan puesto de manifiesto la existencia de una situación de vulnerabilidad, deberá registrarse tan pronto como se detecten, y esta información deberá comunicarse al responsable del recurso o centro, a fin de ofrecer las garantías y la ayuda necesaria o bien proponer la derivación a un centro en el que se atiendan las necesidades particulares.";BOE2022_Art10;77
"1. La intervención a las personas destinatarias se lleva a cabo a través de un itinerario de acogida que se desarrolla en tres fases: valoración inicial y derivación, acogida y autonomía.
2. El itinerario se inicia con un proceso de evaluación individualizado de las circunstancias de la persona destinataria al acceder al sistema o, en el caso de las personas reasentadas, desde la llegada al territorio. En la definición del itinerario se garantizará la participación de la persona destinataria en la planificación, desarrollo y evaluación de las acciones que integra, conforme al principio de participación recogido en el artículo 6.
3. Para la determinación de las condiciones materiales de acogida a las que tendrán acceso las personas destinatarias, se tendrán en cuenta, entre otros aspectos, las necesidades particulares que puedan presentar las personas en situación de vulnerabilidad a las que se refiere el artículo 2.c).
4. Para el acceso a las plazas específicas o recursos adaptados a las circunstancias particulares de las personas en situación de vulnerabilidad, se deberá aportar un informe de propuesta de ingreso en una plaza para personas en situación de vulnerabilidad o con necesidades específicas de atención. En dicho informe deberá quedar justificada la necesidad de acogida para una atención específica y especializada, señalando el tipo de recurso al que se propone la derivación y adjuntando toda la documentación que apoye la propuesta, así como cualquier otro aspecto a tener en cuenta para el diseño del itinerario. La derivación se realizará en el plazo más breve posible. En el caso de las personas menores de edad, se realizará una evaluación de su interés superior y necesidades específicas, motivando cada decisión que les afecte.
5. Durante el tiempo de permanencia en el sistema de acogida de protección internacional, se realizará un seguimiento regular de las necesidades particulares de la persona destinataria, para garantizar el abordaje de cualquier cambio que se pueda producir. El seguimiento se realizará de acuerdo con las instrucciones dictadas por la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal.
6. La propuesta de derivación a plazas para personas en situación de vulnerabilidad podrá señalar la conveniencia de derivar a la persona destinataria a otros recursos o centros no incluidos en el sistema de acogida. Esto se efectuará cuando se haya valorado, de acuerdo con las necesidades específicas de atención y protección, la conveniencia de esta derivación, se haya informado a la persona destinataria en un idioma que comprenda y se cuente con su consentimiento.
Con la finalidad de garantizar la efectiva atención y protección en los supuestos arriba indicados y, en particular, en los casos de personas víctimas de trata de seres humanos, de cualquier manifestación de violencia contra las mujeres, o que hayan padecido torturas, violaciones u otras formas graves de violencia psicológica, física o sexual, serán de aplicación los protocolos y mecanismos de coordinación interinstitucional y derivación que al efecto se establezcan.
7. La duración total del itinerario no debe superar los dieciocho meses, con la salvedad de aquellos casos de vulnerabilidad, que excepcionalmente se autoricen por la administración competente.";BOE2022_Art11;78
"1. Junto a los derechos reconocidos a los solicitantes de protección internacional en el artículo 18 de la Ley 12/2009, de 30 de octubre, las personas destinatarias tendrán, desde que accedan al sistema de acogida de protección internacional y durante el tiempo en que permanezcan en él, los siguientes derechos:
a) Ser informadas, en un idioma que comprendan, sobre las condiciones del sistema de acogida de protección internacional y del recurso de acogida, de sus derechos y deberes como personas usuarias, así como de las causas para la reducción o retirada de las condiciones de acogida. Cuando las personas destinatarias sean personas menores de edad, se establecerá un procedimiento que asegure el acceso a información adaptada a su edad y madurez y el derecho a ser oídos.
b) Conocer los derechos y deberes relativos a su situación administrativa, así como los requisitos para su permanencia en el recurso del sistema de acogida de protección internacional que le haya sido asignado. En el caso de las personas en situación de vulnerabilidad o con necesidades específicas de atención, esta información comprenderá la relativa a los derechos y recursos especializados a los que puedan tener acceso.
c) Recibir una atención integral para la recuperación de la violencia que, en su caso, hubiera sufrido con anterioridad o en el contexto del desplazamiento.
d) Hacer uso de los servicios y actividades prestados en el recurso de acogida, con respeto a las normas de convivencia y funcionamiento establecidas, así como al acceso a las actividades previstas en este reglamento, con independencia de su situación habitacional y siempre que no hayan sido dados de baja del sistema por haber incurrido en alguna de las causas previstas en el artículo 32.
e) Ser informadas de cualquier modificación del régimen de funcionamiento del recurso, así como de los posibles traslados a otros recursos con la debida antelación.
f) Dirigirse al personal responsable del recurso asignado y utilizar las vías establecidas para formular las peticiones y reclamaciones relativas a su tratamiento o al sistema que eventualmente formulen.
g) Derecho a la confidencialidad de los datos de carácter personal, según legislación vigente.
h) Derecho a comunicarse con sus parientes, con sus asesores jurídicos o consejeros, con personas que representen a ACNUR y a otras organizaciones y órganos competentes nacionales, internacionales y no gubernamentales.
2. Junto a las obligaciones impuestas a los solicitantes de protección internacional en el artículo 18 de la Ley 12/2009, de 30 de octubre, las personas destinatarias deberán observar las normas de funcionamiento básico de los centros y evitar las conductas que, de conformidad con lo dispuesto en el título IV de este reglamento, pueden derivar en una reducción o retirada de las condiciones de acogida.
Asimismo, estarán obligadas a cooperar con las autoridades competentes y entidades autorizadas en el marco del sistema de acogida, cuando así se le requiera en relación a cualquier circunstancia de participación en el mismo, salvo razones excepcionales debidamente justificadas.
3. Se facilitará a las personas destinatarias la información sobre sus derechos y deberes en el primer idioma que indiquen. Si no fuera posible, se les proporcionará en un idioma que razonablemente comprendan.";BOE2022_Art12;79
"1. Las personas destinatarias del sistema de acogida de protección internacional serán informadas de los derechos y obligaciones que comporta su participación en el itinerario de acogida. La información deberá proporcionarse en el primer idioma que indique el destinatario o, si no fuera posible, en un idioma que razonablemente comprendan.
2. En el momento de ingresar en el sistema de acogida de protección internacional, las personas destinatarias deberán suscribir el compromiso escrito de participación en dicho sistema y de respeto a las obligaciones que les correspondan mientras permanezcan en él.";BOE2022_Art13;80
"1. El itinerario en el sistema de acogida de protección internacional finalizará por cualquiera de las causas establecidas en el artículo 32.2.
2. La notificación al interesado de la resolución desfavorable determinará la finalización del itinerario.
3. Dictada resolución, si ésta fuera favorable a la concesión de la protección internacional o del estatuto de apatridia, las administraciones competentes velarán por facilitar la plena inclusión de la persona en la sociedad española. Para ello, la Secretaría de Estado de Migraciones promoverá la cooperación con otras administraciones competentes mediante la formalización de acuerdos o protocolos de actuación.";BOE2022_Art14;81
"1. El objetivo de esta fase es realizar una primera valoración del perfil y necesidades de la persona destinataria, para su derivación, en el plazo más breve posible, a los recursos disponibles más adaptados a su perfil. Se realizará un proceso de evaluación del interés superior del menor en todos aquellos casos de familias con hijos menores de edad a cargo.
2. Al objeto de garantizar la cobertura de las necesidades básicas y urgentes, incluido el alojamiento provisional, se podrá proceder a su derivación, con carácter provisional, a alguno de los centros o recursos de alojamiento descritos en el título III.
3. La fase de valoración inicial y derivación incluirá una evaluación de posibles factores de vulnerabilidad, de acuerdo con el artículo 11, con el fin de identificar eventuales necesidades específicas de acogida y de proceder a su derivación a los recursos del sistema adecuados a las necesidades particulares de atención detectadas.";BOE2022_Art15;82
"Las actuaciones que se realizarán en la fase de valoración inicial y derivación serán las siguientes:
a) Valorar las necesidades particulares de acogida o intervención, si las hubiera, de las personas destinatarias atendiendo a factores de vulnerabilidad que puedan requerir una atención especial, de conformidad con el artículo 46 de la Ley 12/2009, de 30 de octubre.
b) Ofrecer orientación básica sobre el sistema de acogida de protección internacional.
c) Recabar la información que acredite el cumplimiento de los requisitos establecidos en el artículo 9 para acceder al sistema de acogida y otros datos básicos.
d) Atender, si fuera necesario, las necesidades básicas y urgentes de las personas destinatarias, consistentes, como mínimo, en la entrega de kits básicos de higiene personal y vestuario, alojamiento provisional y manutención, incluida alimentación infantil y asistencia sanitaria y de control epidemiológico.
e) Realizar las gestiones necesarias para el acceso al sistema de acogida de las personas destinatarias que reúnan las condiciones establecidas en el artículo 3.
f) Prestar atención psicológica en caso necesario y asistencia jurídica específica en materia de protección internacional y del estatuto de apatridia.
g) Ofrecer traducción e interpretación cuando se requiera, garantizando la accesibilidad universal.
h) Cualesquiera otras actuaciones que pueda determinar de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal de la Secretaría de Estado de Migraciones y que sirvan a los fines del itinerario de acogida.";BOE2022_Art16;83
La permanencia en recursos de alojamiento provisional será del tiempo imprescindible para la valoración y derivación a un recurso adecuado de la fase de acogida, no pudiendo exceder, con carácter general, de un mes desde el ingreso en ellos. La Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal podrá ampliar este plazo por razones debidamente justificadas y en supuestos excepcionales.;BOE2022_Art17;84
"1. El objetivo de esta fase es apoyar la inclusión de las personas destinatarias y proporcionar las habilidades necesarias para desarrollar una vida independiente a la salida de los recursos de acogida.
2. Esta fase se inicia con la asignación de un recurso de acogida a la persona destinataria, adecuado a su perfil y necesidades. Durante esta fase, además de garantizar las condiciones materiales de acogida de alojamiento y manutención de las personas destinatarias, se procederá a diseñar, con su participación, un itinerario individualizado que facilite su inclusión y adquisición de autonomía. En el caso de las personas menores de edad, su itinerario tendrá el objetivo de facilitar y acompañar el cumplimiento de su interés superior, con especial atención a su derecho a la educación, al esparcimiento, a la vida familiar, al desarrollo, a la protección, y a los servicios de salud mental y atención psicosocial.
3. Los dispositivos adscritos a la fase de acogida contarán con equipos multidisciplinares a fin de proporcionar a las personas residentes las condiciones materiales de acogida, así como otras actuaciones que les garanticen una atención integral.
Asimismo, garantizarán la atención a las necesidades particulares de las personas en situación de vulnerabilidad a través de los recursos específicos cuyas características se encuentran descritas en el título III. Si se detectan necesidades particulares que no hubieran emergido en la fase de valoración inicial se derivará a las personas a estos recursos específicos.";BOE2022_Art18;85
"Durante la fase de acogida se podrán llevar a cabo las siguientes actuaciones:
a) Cubrir las necesidades materiales de acogida.
b) Prestar apoyo, intervención y acompañamiento social, psicológico, jurídico y cultural.
c) Proporcionar enseñanza del idioma y actuaciones de alfabetización y lectoescritura para el desenvolvimiento de las personas destinatarias en el territorio de acogida, en caso necesario.
d) Facilitar asesoramiento sociolaboral y apoyo en el acceso a programas de formación.
e) Facilitar servicios de traducción e interpretación, garantizando la accesibilidad universal.
f) Promover el acceso al sistema educativo de las personas menores de edad en el plazo máximo de tres meses desde la fecha de presentación de la solicitud de protección internacional o del estatuto de apatridia.
g) Apoyar la conciliación de las actividades que tenga que desarrollar la persona destinataria con su vida personal y familiar.
h) Cualesquiera otras actuaciones que pueda determinar la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal de la Secretaría de Estado de Migraciones y que sirvan a los fines del itinerario de acogida.";BOE2022_Art19;86
"1. La duración de esta fase se extenderá hasta la resolución del procedimiento de solicitud de apatridia o de protección internacional, en los términos establecidos en el artículo 24 de la Ley 12/2009, de 30 de octubre, que fija un plazo máximo de seis meses, pudiendo excepcionalmente dicho plazo ser superior en los términos establecidos en el artículo 19 de la misma ley.
2. En el supuesto de beneficiarios de protección internacional que se encuentren en situación de vulnerabilidad, su permanencia podrá extenderse por una duración adicional de un máximo de seis meses.
3. En el supuesto de personas reasentadas, su permanencia en esta fase tendrá una duración máxima de seis meses.";BOE2022_Art20;87
"1. El objetivo de esta fase es apoyar la adquisición de autonomía de las personas beneficiarias de protección internacional o del estatuto de apatridia, así como la consolidación de conocimientos y habilidades que hagan efectiva su plena inclusión en la sociedad.
2. El inicio de la fase de autonomía se produce con la salida del recurso de acogida e implica la continuación del itinerario individualizado diseñado en la fase de acogida.";BOE2022_Art21;88
"Durante la fase de autonomía se podrán llevar a cabo las siguientes actuaciones:
a) Apoyar la autonomía mediante la asignación de ayudas económicas destinadas a cubrir las necesidades básicas. La concesión de estas ayudas vendrá determinada en función de las necesidades individualizadas de cada persona.
b) Prestar apoyo social, psicológico, jurídico y cultural.
c) Proporcionar enseñanza del idioma y actuaciones de alfabetización y lectoescritura en caso necesario.
d) Facilitar asesoramiento sociolaboral y apoyo en el acceso a programas de formación.
e) Facilitar servicios de traducción e interpretación.
f) Apoyar la conciliación de las actividades que tenga que desarrollar la persona destinataria con su vida personal y familiar.
g) Cualesquiera otras actuaciones que pueda determinar la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal de la Secretaría de Estado de Migraciones y que sirvan a los fines del itinerario de inclusión.";BOE2022_Art22;89
"1. La fase de autonomía tendrá una duración máxima de seis meses.
2. Sin perjuicio de lo dispuesto en el apartado anterior, la fase de autonomía podrá tener una duración máxima adicional de seis meses en el caso de personas reasentadas y de personas en situación de vulnerabilidad.";BOE2022_Art23;90
El Ministerio de Inclusión, Seguridad Social y Migraciones promoverá, a través de la Secretaría de Estado de Migraciones, en el ámbito de sus competencias, estrategias de inclusión de las personas beneficiarias de protección internacional mediante la cooperación y colaboración con las comunidades autónomas. Para ello, se podrán celebrar los oportunos convenios, acuerdos o cualquier otro instrumento de colaboración.;BOE2022_Art24;91
"1. El sistema de acogida de protección internacional se compone de una red de recursos de acogida residencial de titularidad pública y privada, bajo dependencia funcional de la Secretaría de Estado de Migraciones, a la que corresponde la coordinación y evaluación, y que serán gestionados de acuerdo con lo dispuesto en el artículo 31 de la Ley 12/2009, de 30 de octubre. En concreto, la acogida de las personas destinatarias incluidas en el ámbito subjetivo del artículo 3 se llevará a cabo en los siguientes recursos:
a) Centros de titularidad pública estatal, gestionados por la Secretaría de Estado de Migraciones, mediante la prestación directa de los servicios por personal de la administración, o bien indirecta a través de fórmulas contractuales o subvenciones.
b) Dispositivos de acogida gestionados mediante autorización de acción concertada que sea otorgada por la Secretaría de Estado de Migraciones a entidades de carácter privado, de conformidad con lo dispuesto en el título V.
c) Otros dispositivos de acogida de titularidad privada, subvencionados a organizaciones no gubernamentales, que se pongan a disposición del sistema de acogida de protección internacional, cuando sea necesario por razones de urgente necesidad e interés general, o para garantizar la atención especializada a personas destinatarias que se encuentren en situación de vulnerabilidad.
2. Todos los recursos que integran el sistema de acogida deberán cumplir con las disposiciones de este reglamento y aplicarán las instrucciones y protocolos que, en su desarrollo, se dicten por la Secretaría de Estado de Migraciones y sus órganos administrativos, en relación con las condiciones de acogida, garantizando la armonización en la intervención con las personas destinatarias, sin perjuicio de las actuaciones dirigidas a la atención de necesidades específicas de las personas en situación de vulnerabilidad.
3. Con independencia de la titularidad y tipología del recurso en el que se encuentren las personas destinatarias del sistema de acogida y de la fase del itinerario, la Secretaría de Estado de Migraciones, a través de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, velará en todo momento por garantizar el cumplimiento de los principios generales recogidos en el artículo 6 de este reglamento.
4. Los centros que integran el sistema de acogida de protección internacional se regirán por las normas de funcionamiento básico que se determinen por la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal en la correspondiente instrucción, de acuerdo con los principios de necesidad, proporcionalidad, no discriminación, igualdad de trato, publicidad y vinculación de los requisitos y normas de funcionamiento con los servicios que se presten.
Los recursos del sistema de acogida de protección internacional deberán contar con una reglamentación interna fijada con arreglo a los criterios comunes que para ello se establezcan, que cuente con la conformidad de la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal, de acuerdo con los principios de necesidad, proporcionalidad y no discriminación.";BOE2022_Art25;92
"Constituyen principios rectores de la gestión de los recursos, cualquiera que sea su tipología y unidad responsable de su gestión, los siguientes principios:
a) Igualdad de trato entre todas las personas destinatarias del sistema de acogida de protección internacional.
b) Perspectiva de género e interseccionalidad.
c) Prevención, detección, actuación y derivación ante posibles casos de trata de seres humanos.
d) Proporcionalidad en la adopción y ejecución de las decisiones de reducción o de retirada de las condiciones de acogida.
e) Inspección y control materiales y financieros de la gestión.
f) La prevención del acoso y de los actos de violencia de género, incluida la violencia y el acoso sexuales.";BOE2022_Art26;93
"1. Las personas destinatarias serán derivadas al recurso de alojamiento que se considere más adecuado atendiendo a los criterios siguientes:
a) La edad, el sexo, la discapacidad y la situación familiar, así como, en la medida de lo posible, otras características asociadas a su posible vulnerabilidad y a las eventuales necesidades específicas de acogida que se detecten, previa evaluación de la persona destinataria, incluido el perfil sociolaboral.
b) La promoción de una distribución territorial equilibrada.
c) El lugar de presentación de su solicitud de protección internacional y el estado de su tramitación.
2. Excepcionalmente, y salvo en los casos en los que concurra fuerza mayor o citación de las autoridades o de los tribunales, la persona que desee abandonar temporalmente la provincia en que se sitúa el recurso de acogida al que fue asignada, podrá solicitar la autorización del órgano administrativo correspondiente de la Secretaría de Estado de Migraciones cuando concurran circunstancias tales como motivos laborales, razones médicas o situaciones relacionadas con familiares de hasta el primer grado, siempre que se aporte documentación justificativa.";BOE2022_Art27;94
"1. Los centros de valoración inicial y derivación son establecimientos de alojamiento colectivo y estancia provisional, en los que se proporciona a las personas destinatarias las actuaciones señaladas en el capítulo IV del título II.
2. La ubicación, dimensiones y capacidad de los centros atenderá a razones de proximidad geográfica con las zonas del territorio que reciban mayores flujos migratorios.";BOE2022_Art28;95
"1. Los centros de acogida de protección internacional son centros abiertos, de alojamiento colectivo, destinados a proporcionar, en los términos de lo dispuesto en el capítulo V del título II de este reglamento, acogida a las personas destinatarias en atención a la valoración realizada sobre sus necesidades de acogida una vez que su solicitud haya sido admitida a trámite.
2. Estos centros tendrán las siguientes características:
a) Estarán dirigidos a proporcionar a las personas destinatarias, en tanto se resuelve su solicitud de protección internacional, un itinerario individualizado dentro del sistema de acogida de protección internacional conforme a lo previsto en su compromiso de participación en dicho sistema. Asimismo, en ellos se proporcionará acompañamiento para el acceso a los servicios y prestaciones puestos a disposición de la ciudadanía por las administraciones públicas competentes, a través de los instrumentos de colaboración orientados a favorecer la interacción social con la comunidad de acogida.
b) Contarán con dotación material y personal precisa para garantizar la atención a las personas destinatarias, proporcionándoles unas condiciones de acogida dignas y adaptadas a sus necesidades. Asimismo, se podrá prever la dedicación específica de centros, instalaciones y plazas a la atención de necesidades particulares de personas en situación de vulnerabilidad.
c) Contarán con protocolos de prevención del acoso y los actos de violencia de género, incluida la violencia y el acoso sexuales. Estos protocolos incluirán el establecimiento en cada centro de un punto focal que sirva de referencia para la prevención, detección y coordinación de actuaciones en casos de violencia contra las mujeres.";BOE2022_Art29;96
"1. Las personas que trabajen o presten servicios en los recursos de acogida deberán tener una formación adecuada, incluida formación específica en materia de igualdad de oportunidades y violencia contra las mujeres, y estarán sometidas a las normas de confidencialidad en relación con la información a que tengan acceso por razón de su trabajo.
2. La Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal promoverá la realización de cursos y actividades concretas de formación de obligado cumplimiento, en especial, en el ámbito de las actuaciones a realizar respecto de las situaciones que acontecen en lo regulado en el título IV.";BOE2022_Art30;97
Corresponderá a la Dirección General de Gestión del Sistema de Acogida de Protección Internacional y Temporal la aprobación de las normas básicas de funcionamiento aplicables y exigibles en todos los recursos del sistema de acogida de protección internacional.;BOE2022_Art31;98
